,process,discrete_steps
6,DoE1_R1_aug_06,6.144444444444446
7,DoE1_R1_aug_06,8.169722222222223
8,DoE1_R1_aug_06,9.219444444444443
9,DoE1_R1_aug_06,10.219444444444452
10,DoE1_R1_aug_06,10.386388888888892
11,DoE1_R1_aug_06,11.719722222222227
0,DoE1_R1_aug_07,0.0
1,DoE1_R1_aug_07,0.0
2,DoE1_R1_aug_07,0.0
3,DoE1_R1_aug_07,0.0
4,DoE1_R1_aug_07,2.035277777777779
5,DoE1_R1_aug_07,4.052777777777777
6,DoE1_R1_aug_07,6.144444444444446
7,DoE1_R1_aug_07,8.169722222222223
8,DoE1_R1_aug_07,9.219444444444443
9,DoE1_R1_aug_07,10.219444444444452
10,DoE1_R1_aug_07,10.386388888888892
11,DoE1_R1_aug_07,11.719722222222227
0,DoE1_R1_aug_08,0.0
1,DoE1_R1_aug_08,0.0
2,DoE1_R1_aug_08,0.0
3,DoE1_R1_aug_08,0.0
4,DoE1_R1_aug_08,2.035277777777779
5,DoE1_R1_aug_08,4.052777777777777
6,DoE1_R1_aug_08,6.144444444444446
7,DoE1_R1_aug_08,8.169722222222223
8,DoE1_R1_aug_08,9.219444444444443
9,DoE1_R1_aug_08,10.219444444444452
10,DoE1_R1_aug_08,10.386388888888892
11,DoE1_R1_aug_08,11.719722222222227
0,DoE1_R1_aug_09,0.0
1,DoE1_R1_aug_09,0.0
2,DoE1_R1_aug_09,0.0
3,DoE1_R1_aug_09,0.0
4,DoE1_R1_aug_09,2.035277777777779
5,DoE1_R1_aug_09,4.052777777777777
6,DoE1_R1_aug_09,6.144444444444446
7,DoE1_R1_aug_09,8.169722222222223
8,DoE1_R1_aug_09,9.219444444444443
9,DoE1_R1_aug_09,10.219444444444452
10,DoE1_R1_aug_09,10.386388888888892
11,DoE1_R1_aug_09,11.719722222222227
0,DoE1_R1_aug_10,0.0
1,DoE1_R1_aug_10,0.0
2,DoE1_R1_aug_10,0.0
3,DoE1_R1_aug_10,0.0
4,DoE1_R1_aug_10,2.035277777777779
5,DoE1_R1_aug_10,4.052777777777777
6,DoE1_R1_aug_10,6.144444444444446
7,DoE1_R1_aug_10,8.169722222222223
8,DoE1_R1_aug_10,9.219444444444443
9,DoE1_R1_aug_10,10.219444444444452
10,DoE1_R1_aug_10,10.386388888888892
11,DoE1_R1_aug_10,11.719722222222227
0,DoE1_R1_aug_11,0.0
1,DoE1_R1_aug_11,0.0
2,DoE1_R1_aug_11,0.0
3,DoE1_R1_aug_11,0.0
4,DoE1_R1_aug_11,2.035277777777779
5,DoE1_R1_aug_11,4.052777777777777
6,DoE1_R1_aug_11,6.144444444444446
7,DoE1_R1_aug_11,8.169722222222223
8,DoE1_R1_aug_11,9.219444444444443
9,DoE1_R1_aug_11,10.219444444444452
10,DoE1_R1_aug_11,10.386388888888892
11,DoE1_R1_aug_11,11.719722222222227
0,DoE1_R1_aug_12,0.0
1,DoE1_R1_aug_12,0.0
2,DoE1_R1_aug_12,0.0
3,DoE1_R1_aug_12,0.0
4,DoE1_R1_aug_12,2.035277777777779
5,DoE1_R1_aug_12,4.052777777777777
6,DoE1_R1_aug_12,6.144444444444446
7,DoE1_R1_aug_12,8.169722222222223
8,DoE1_R1_aug_12,9.219444444444443
9,DoE1_R1_aug_12,10.219444444444452
10,DoE1_R1_aug_12,10.386388888888892
11,DoE1_R1_aug_12,11.719722222222227
0,DoE1_R1_aug_13,0.0
1,DoE1_R1_aug_13,0.0
2,DoE1_R1_aug_13,0.0
3,DoE1_R1_aug_13,0.0
4,DoE1_R1_aug_13,2.035277777777779
5,DoE1_R1_aug_13,4.052777777777777
6,DoE1_R1_aug_13,6.144444444444446
7,DoE1_R1_aug_13,8.169722222222223
8,DoE1_R1_aug_13,9.219444444444443
9,DoE1_R1_aug_13,10.219444444444452
10,DoE1_R1_aug_13,10.386388888888892
11,DoE1_R1_aug_13,11.719722222222227
0,DoE1_R1_aug_14,0.0
1,DoE1_R1_aug_14,0.0
2,DoE1_R1_aug_14,0.0
3,DoE1_R1_aug_14,0.0
4,DoE1_R1_aug_14,2.035277777777779
5,DoE1_R1_aug_14,4.052777777777777
6,DoE1_R1_aug_14,6.144444444444446
7,DoE1_R1_aug_14,8.169722222222223
8,DoE1_R1_aug_14,9.219444444444443
9,DoE1_R1_aug_14,10.219444444444452
10,DoE1_R1_aug_14,10.386388888888892
11,DoE1_R1_aug_14,11.719722222222227
0,DoE1_R1_aug_15,0.0
1,DoE1_R1_aug_15,0.0
2,DoE1_R1_aug_15,0.0
3,DoE1_R1_aug_15,0.0
4,DoE1_R1_aug_15,2.035277777777779
5,DoE1_R1_aug_15,4.052777777777777
6,DoE1_R1_aug_15,6.144444444444446
7,DoE1_R1_aug_15,8.169722222222223
8,DoE1_R1_aug_15,9.219444444444443
9,DoE1_R1_aug_15,10.219444444444452
10,DoE1_R1_aug_15,10.386388888888892
11,DoE1_R1_aug_15,11.719722222222227
12,DoE1_R2_aug_01,0.0
13,DoE1_R2_aug_01,0.0
14,DoE1_R2_aug_01,0.0
15,DoE1_R2_aug_01,0.0
16,DoE1_R2_aug_01,0.0
17,DoE1_R2_aug_01,0.0
18,DoE1_R2_aug_01,0.0
19,DoE1_R2_aug_01,2.1283333333333374
20,DoE1_R2_aug_01,4.145833333333336
21,DoE1_R2_aug_01,6.179166666666667
22,DoE1_R2_aug_01,8.212500000000006
23,DoE1_R2_aug_01,10.245833333333335
12,DoE1_R2_aug_02,0.0
13,DoE1_R2_aug_02,0.0
14,DoE1_R2_aug_02,0.0
15,DoE1_R2_aug_02,0.0
16,DoE1_R2_aug_02,0.0
17,DoE1_R2_aug_02,0.0
18,DoE1_R2_aug_02,0.0
19,DoE1_R2_aug_02,2.1283333333333374
20,DoE1_R2_aug_02,4.145833333333336
21,DoE1_R2_aug_02,6.179166666666667
22,DoE1_R2_aug_02,8.212500000000006
23,DoE1_R2_aug_02,10.245833333333335
12,DoE1_R2_aug_03,0.0
13,DoE1_R2_aug_03,0.0
14,DoE1_R2_aug_03,0.0
15,DoE1_R2_aug_03,0.0
16,DoE1_R2_aug_03,0.0
17,DoE1_R2_aug_03,0.0
18,DoE1_R2_aug_03,0.0
19,DoE1_R2_aug_03,2.1283333333333374
20,DoE1_R2_aug_03,4.145833333333336
21,DoE1_R2_aug_03,6.179166666666667
22,DoE1_R2_aug_03,8.212500000000006
23,DoE1_R2_aug_03,10.245833333333335
12,DoE1_R2_aug_04,0.0
13,DoE1_R2_aug_04,0.0
14,DoE1_R2_aug_04,0.0
15,DoE1_R2_aug_04,0.0
16,DoE1_R2_aug_04,0.0
17,DoE1_R2_aug_04,0.0
18,DoE1_R2_aug_04,0.0
19,DoE1_R2_aug_04,2.1283333333333374
20,DoE1_R2_aug_04,4.145833333333336
21,DoE1_R2_aug_04,6.179166666666667
22,DoE1_R2_aug_04,8.212500000000006
23,DoE1_R2_aug_04,10.245833333333335
12,DoE1_R2_aug_05,0.0
13,DoE1_R2_aug_05,0.0
14,DoE1_R2_aug_05,0.0
15,DoE1_R2_aug_05,0.0
16,DoE1_R2_aug_05,0.0
17,DoE1_R2_aug_05,0.0
18,DoE1_R2_aug_05,0.0
19,DoE1_R2_aug_05,2.1283333333333374
20,DoE1_R2_aug_05,4.145833333333336
21,DoE1_R2_aug_05,6.179166666666667
22,DoE1_R2_aug_05,8.212500000000006
23,DoE1_R2_aug_05,10.245833333333335
12,DoE1_R2_aug_06,0.0
13,DoE1_R2_aug_06,0.0
14,DoE1_R2_aug_06,0.0
15,DoE1_R2_aug_06,0.0
16,DoE1_R2_aug_06,0.0
17,DoE1_R2_aug_06,0.0
18,DoE1_R2_aug_06,0.0
19,DoE1_R2_aug_06,2.1283333333333374
20,DoE1_R2_aug_06,4.145833333333336
21,DoE1_R2_aug_06,6.179166666666667
22,DoE1_R2_aug_06,8.212500000000006
23,DoE1_R2_aug_06,10.245833333333335
12,DoE1_R2_aug_07,0.0
13,DoE1_R2_aug_07,0.0
14,DoE1_R2_aug_07,0.0
15,DoE1_R2_aug_07,0.0
16,DoE1_R2_aug_07,0.0
17,DoE1_R2_aug_07,0.0
18,DoE1_R2_aug_07,0.0
19,DoE1_R2_aug_07,2.1283333333333374
20,DoE1_R2_aug_07,4.145833333333336
21,DoE1_R2_aug_07,6.179166666666667
22,DoE1_R2_aug_07,8.212500000000006
23,DoE1_R2_aug_07,10.245833333333335
12,DoE1_R2_aug_08,0.0
13,DoE1_R2_aug_08,0.0
14,DoE1_R2_aug_08,0.0
15,DoE1_R2_aug_08,0.0
16,DoE1_R2_aug_08,0.0
17,DoE1_R2_aug_08,0.0
18,DoE1_R2_aug_08,0.0
19,DoE1_R2_aug_08,2.1283333333333374
20,DoE1_R2_aug_08,4.145833333333336
21,DoE1_R2_aug_08,6.179166666666667
22,DoE1_R2_aug_08,8.212500000000006
23,DoE1_R2_aug_08,10.245833333333335
12,DoE1_R2_aug_09,0.0
13,DoE1_R2_aug_09,0.0
14,DoE1_R2_aug_09,0.0
15,DoE1_R2_aug_09,0.0
16,DoE1_R2_aug_09,0.0
17,DoE1_R2_aug_09,0.0
18,DoE1_R2_aug_09,0.0
19,DoE1_R2_aug_09,2.1283333333333374
20,DoE1_R2_aug_09,4.145833333333336
21,DoE1_R2_aug_09,6.179166666666667
22,DoE1_R2_aug_09,8.212500000000006
23,DoE1_R2_aug_09,10.245833333333335
12,DoE1_R2_aug_10,0.0
13,DoE1_R2_aug_10,0.0
14,DoE1_R2_aug_10,0.0
15,DoE1_R2_aug_10,0.0
16,DoE1_R2_aug_10,0.0
17,DoE1_R2_aug_10,0.0
18,DoE1_R2_aug_10,0.0
19,DoE1_R2_aug_10,2.1283333333333374
20,DoE1_R2_aug_10,4.145833333333336
21,DoE1_R2_aug_10,6.179166666666667
22,DoE1_R2_aug_10,8.212500000000006
23,DoE1_R2_aug_10,10.245833333333335
12,DoE1_R2_aug_11,0.0
13,DoE1_R2_aug_11,0.0
14,DoE1_R2_aug_11,0.0
15,DoE1_R2_aug_11,0.0
16,DoE1_R2_aug_11,0.0
17,DoE1_R2_aug_11,0.0
18,DoE1_R2_aug_11,0.0
19,DoE1_R2_aug_11,2.1283333333333374
20,DoE1_R2_aug_11,4.145833333333336
21,DoE1_R2_aug_11,6.179166666666667
22,DoE1_R2_aug_11,8.212500000000006
23,DoE1_R2_aug_11,10.245833333333335
12,DoE1_R2_aug_12,0.0
13,DoE1_R2_aug_12,0.0
14,DoE1_R2_aug_12,0.0
15,DoE1_R2_aug_12,0.0
16,DoE1_R2_aug_12,0.0
17,DoE1_R2_aug_12,0.0
18,DoE1_R2_aug_12,0.0
19,DoE1_R2_aug_12,2.1283333333333374
20,DoE1_R2_aug_12,4.145833333333336
21,DoE1_R2_aug_12,6.179166666666667
22,DoE1_R2_aug_12,8.212500000000006
23,DoE1_R2_aug_12,10.245833333333335
12,DoE1_R2_aug_13,0.0
13,DoE1_R2_aug_13,0.0
14,DoE1_R2_aug_13,0.0
15,DoE1_R2_aug_13,0.0
16,DoE1_R2_aug_13,0.0
17,DoE1_R2_aug_13,0.0
18,DoE1_R2_aug_13,0.0
19,DoE1_R2_aug_13,2.1283333333333374
20,DoE1_R2_aug_13,4.145833333333336
21,DoE1_R2_aug_13,6.179166666666667
22,DoE1_R2_aug_13,8.212500000000006
23,DoE1_R2_aug_13,10.245833333333335
12,DoE1_R2_aug_14,0.0
13,DoE1_R2_aug_14,0.0
14,DoE1_R2_aug_14,0.0
15,DoE1_R2_aug_14,0.0
16,DoE1_R2_aug_14,0.0
17,DoE1_R2_aug_14,0.0
18,DoE1_R2_aug_14,0.0
19,DoE1_R2_aug_14,2.1283333333333374
20,DoE1_R2_aug_14,4.145833333333336
21,DoE1_R2_aug_14,6.179166666666667
22,DoE1_R2_aug_14,8.212500000000006
23,DoE1_R2_aug_14,10.245833333333335
12,DoE1_R2_aug_15,0.0
13,DoE1_R2_aug_15,0.0
14,DoE1_R2_aug_15,0.0
15,DoE1_R2_aug_15,0.0
16,DoE1_R2_aug_15,0.0
17,DoE1_R2_aug_15,0.0
18,DoE1_R2_aug_15,0.0
19,DoE1_R2_aug_15,2.1283333333333374
20,DoE1_R2_aug_15,4.145833333333336
21,DoE1_R2_aug_15,6.179166666666667
22,DoE1_R2_aug_15,8.212500000000006
23,DoE1_R2_aug_15,10.245833333333335
24,DoE1_R3_aug_01,0.0
25,DoE1_R3_aug_01,0.0
26,DoE1_R3_aug_01,0.0
27,DoE1_R3_aug_01,0.0
28,DoE1_R3_aug_01,0.0
29,DoE1_R3_aug_01,0.0
30,DoE1_R3_aug_01,0.0
31,DoE1_R3_aug_01,2.2694444444444457
32,DoE1_R3_aug_01,4.287222222222223
33,DoE1_R3_aug_01,6.320555555555558
34,DoE1_R3_aug_01,8.32888888888889
35,DoE1_R3_aug_01,10.345555555555553
24,DoE1_R3_aug_02,0.0
25,DoE1_R3_aug_02,0.0
26,DoE1_R3_aug_02,0.0
27,DoE1_R3_aug_02,0.0
28,DoE1_R3_aug_02,0.0
29,DoE1_R3_aug_02,0.0
30,DoE1_R3_aug_02,0.0
31,DoE1_R3_aug_02,2.2694444444444457
32,DoE1_R3_aug_02,4.287222222222223
33,DoE1_R3_aug_02,6.320555555555558
34,DoE1_R3_aug_02,8.32888888888889
35,DoE1_R3_aug_02,10.345555555555553
24,DoE1_R3_aug_03,0.0
25,DoE1_R3_aug_03,0.0
26,DoE1_R3_aug_03,0.0
27,DoE1_R3_aug_03,0.0
28,DoE1_R3_aug_03,0.0
29,DoE1_R3_aug_03,0.0
30,DoE1_R3_aug_03,0.0
31,DoE1_R3_aug_03,2.2694444444444457
32,DoE1_R3_aug_03,4.287222222222223
33,DoE1_R3_aug_03,6.320555555555558
34,DoE1_R3_aug_03,8.32888888888889
35,DoE1_R3_aug_03,10.345555555555553
24,DoE1_R3_aug_04,0.0
25,DoE1_R3_aug_04,0.0
26,DoE1_R3_aug_04,0.0
27,DoE1_R3_aug_04,0.0
28,DoE1_R3_aug_04,0.0
29,DoE1_R3_aug_04,0.0
30,DoE1_R3_aug_04,0.0
31,DoE1_R3_aug_04,2.2694444444444457
32,DoE1_R3_aug_04,4.287222222222223
33,DoE1_R3_aug_04,6.320555555555558
34,DoE1_R3_aug_04,8.32888888888889
35,DoE1_R3_aug_04,10.345555555555553
24,DoE1_R3_aug_05,0.0
25,DoE1_R3_aug_05,0.0
26,DoE1_R3_aug_05,0.0
27,DoE1_R3_aug_05,0.0
28,DoE1_R3_aug_05,0.0
29,DoE1_R3_aug_05,0.0
30,DoE1_R3_aug_05,0.0
31,DoE1_R3_aug_05,2.2694444444444457
32,DoE1_R3_aug_05,4.287222222222223
33,DoE1_R3_aug_05,6.320555555555558
34,DoE1_R3_aug_05,8.32888888888889
35,DoE1_R3_aug_05,10.345555555555553
24,DoE1_R3_aug_06,0.0
25,DoE1_R3_aug_06,0.0
26,DoE1_R3_aug_06,0.0
27,DoE1_R3_aug_06,0.0
28,DoE1_R3_aug_06,0.0
29,DoE1_R3_aug_06,0.0
30,DoE1_R3_aug_06,0.0
31,DoE1_R3_aug_06,2.2694444444444457
32,DoE1_R3_aug_06,4.287222222222223
33,DoE1_R3_aug_06,6.320555555555558
34,DoE1_R3_aug_06,8.32888888888889
35,DoE1_R3_aug_06,10.345555555555553
24,DoE1_R3_aug_07,0.0
25,DoE1_R3_aug_07,0.0
26,DoE1_R3_aug_07,0.0
27,DoE1_R3_aug_07,0.0
28,DoE1_R3_aug_07,0.0
29,DoE1_R3_aug_07,0.0
30,DoE1_R3_aug_07,0.0
31,DoE1_R3_aug_07,2.2694444444444457
32,DoE1_R3_aug_07,4.287222222222223
33,DoE1_R3_aug_07,6.320555555555558
34,DoE1_R3_aug_07,8.32888888888889
35,DoE1_R3_aug_07,10.345555555555553
24,DoE1_R3_aug_08,0.0
25,DoE1_R3_aug_08,0.0
26,DoE1_R3_aug_08,0.0
27,DoE1_R3_aug_08,0.0
28,DoE1_R3_aug_08,0.0
29,DoE1_R3_aug_08,0.0
30,DoE1_R3_aug_08,0.0
31,DoE1_R3_aug_08,2.2694444444444457
32,DoE1_R3_aug_08,4.287222222222223
33,DoE1_R3_aug_08,6.320555555555558
34,DoE1_R3_aug_08,8.32888888888889
35,DoE1_R3_aug_08,10.345555555555553
24,DoE1_R3_aug_09,0.0
25,DoE1_R3_aug_09,0.0
26,DoE1_R3_aug_09,0.0
27,DoE1_R3_aug_09,0.0
28,DoE1_R3_aug_09,0.0
29,DoE1_R3_aug_09,0.0
30,DoE1_R3_aug_09,0.0
31,DoE1_R3_aug_09,2.2694444444444457
32,DoE1_R3_aug_09,4.287222222222223
33,DoE1_R3_aug_09,6.320555555555558
34,DoE1_R3_aug_09,8.32888888888889
35,DoE1_R3_aug_09,10.345555555555553
24,DoE1_R3_aug_10,0.0
25,DoE1_R3_aug_10,0.0
26,DoE1_R3_aug_10,0.0
27,DoE1_R3_aug_10,0.0
28,DoE1_R3_aug_10,0.0
29,DoE1_R3_aug_10,0.0
30,DoE1_R3_aug_10,0.0
31,DoE1_R3_aug_10,2.2694444444444457
32,DoE1_R3_aug_10,4.287222222222223
33,DoE1_R3_aug_10,6.320555555555558
34,DoE1_R3_aug_10,8.32888888888889
35,DoE1_R3_aug_10,10.345555555555553
24,DoE1_R3_aug_11,0.0
25,DoE1_R3_aug_11,0.0
26,DoE1_R3_aug_11,0.0
27,DoE1_R3_aug_11,0.0
28,DoE1_R3_aug_11,0.0
29,DoE1_R3_aug_11,0.0
30,DoE1_R3_aug_11,0.0
31,DoE1_R3_aug_11,2.2694444444444457
32,DoE1_R3_aug_11,4.287222222222223
33,DoE1_R3_aug_11,6.320555555555558
34,DoE1_R3_aug_11,8.32888888888889
35,DoE1_R3_aug_11,10.345555555555553
24,DoE1_R3_aug_12,0.0
25,DoE1_R3_aug_12,0.0
26,DoE1_R3_aug_12,0.0
27,DoE1_R3_aug_12,0.0
28,DoE1_R3_aug_12,0.0
29,DoE1_R3_aug_12,0.0
30,DoE1_R3_aug_12,0.0
31,DoE1_R3_aug_12,2.2694444444444457
32,DoE1_R3_aug_12,4.287222222222223
33,DoE1_R3_aug_12,6.320555555555558
34,DoE1_R3_aug_12,8.32888888888889
35,DoE1_R3_aug_12,10.345555555555553
24,DoE1_R3_aug_13,0.0
25,DoE1_R3_aug_13,0.0
26,DoE1_R3_aug_13,0.0
27,DoE1_R3_aug_13,0.0
28,DoE1_R3_aug_13,0.0
29,DoE1_R3_aug_13,0.0
30,DoE1_R3_aug_13,0.0
31,DoE1_R3_aug_13,2.2694444444444457
32,DoE1_R3_aug_13,4.287222222222223
33,DoE1_R3_aug_13,6.320555555555558
34,DoE1_R3_aug_13,8.32888888888889
35,DoE1_R3_aug_13,10.345555555555553
24,DoE1_R3_aug_14,0.0
25,DoE1_R3_aug_14,0.0
26,DoE1_R3_aug_14,0.0
27,DoE1_R3_aug_14,0.0
28,DoE1_R3_aug_14,0.0
29,DoE1_R3_aug_14,0.0
30,DoE1_R3_aug_14,0.0
31,DoE1_R3_aug_14,2.2694444444444457
32,DoE1_R3_aug_14,4.287222222222223
33,DoE1_R3_aug_14,6.320555555555558
34,DoE1_R3_aug_14,8.32888888888889
35,DoE1_R3_aug_14,10.345555555555553
24,DoE1_R3_aug_15,0.0
25,DoE1_R3_aug_15,0.0
26,DoE1_R3_aug_15,0.0
27,DoE1_R3_aug_15,0.0
28,DoE1_R3_aug_15,0.0
29,DoE1_R3_aug_15,0.0
30,DoE1_R3_aug_15,0.0
31,DoE1_R3_aug_15,2.2694444444444457
32,DoE1_R3_aug_15,4.287222222222223
33,DoE1_R3_aug_15,6.320555555555558
34,DoE1_R3_aug_15,8.32888888888889
35,DoE1_R3_aug_15,10.345555555555553
36,DoE1_R4_aug_01,0.0
37,DoE1_R4_aug_01,0.0
38,DoE1_R4_aug_01,0.0
39,DoE1_R4_aug_01,0.0
40,DoE1_R4_aug_01,0.0
41,DoE1_R4_aug_01,0.0
42,DoE1_R4_aug_01,2.2886111111111163
43,DoE1_R4_aug_01,4.265000000000004
44,DoE1_R4_aug_01,6.315000000000005
45,DoE1_R4_aug_01,8.348333333333336
46,DoE1_R4_aug_01,8.406666666666666
47,DoE1_R4_aug_01,10.381666666666668
36,DoE1_R4_aug_02,0.0
37,DoE1_R4_aug_02,0.0
38,DoE1_R4_aug_02,0.0
39,DoE1_R4_aug_02,0.0
40,DoE1_R4_aug_02,0.0
41,DoE1_R4_aug_02,0.0
42,DoE1_R4_aug_02,2.2886111111111163
43,DoE1_R4_aug_02,4.265000000000004
44,DoE1_R4_aug_02,6.315000000000005
45,DoE1_R4_aug_02,8.348333333333336
46,DoE1_R4_aug_02,8.406666666666666
47,DoE1_R4_aug_02,10.381666666666668
36,DoE1_R4_aug_03,0.0
37,DoE1_R4_aug_03,0.0
38,DoE1_R4_aug_03,0.0
39,DoE1_R4_aug_03,0.0
40,DoE1_R4_aug_03,0.0
41,DoE1_R4_aug_03,0.0
42,DoE1_R4_aug_03,2.2886111111111163
43,DoE1_R4_aug_03,4.265000000000004
44,DoE1_R4_aug_03,6.315000000000005
45,DoE1_R4_aug_03,8.348333333333336
46,DoE1_R4_aug_03,8.406666666666666
47,DoE1_R4_aug_03,10.381666666666668
36,DoE1_R4_aug_04,0.0
37,DoE1_R4_aug_04,0.0
38,DoE1_R4_aug_04,0.0
39,DoE1_R4_aug_04,0.0
40,DoE1_R4_aug_04,0.0
41,DoE1_R4_aug_04,0.0
42,DoE1_R4_aug_04,2.2886111111111163
43,DoE1_R4_aug_04,4.265000000000004
44,DoE1_R4_aug_04,6.315000000000005
45,DoE1_R4_aug_04,8.348333333333336
46,DoE1_R4_aug_04,8.406666666666666
47,DoE1_R4_aug_04,10.381666666666668
36,DoE1_R4_aug_05,0.0
37,DoE1_R4_aug_05,0.0
38,DoE1_R4_aug_05,0.0
39,DoE1_R4_aug_05,0.0
40,DoE1_R4_aug_05,0.0
41,DoE1_R4_aug_05,0.0
42,DoE1_R4_aug_05,2.2886111111111163
43,DoE1_R4_aug_05,4.265000000000004
44,DoE1_R4_aug_05,6.315000000000005
45,DoE1_R4_aug_05,8.348333333333336
46,DoE1_R4_aug_05,8.406666666666666
47,DoE1_R4_aug_05,10.381666666666668
36,DoE1_R4_aug_06,0.0
37,DoE1_R4_aug_06,0.0
38,DoE1_R4_aug_06,0.0
39,DoE1_R4_aug_06,0.0
40,DoE1_R4_aug_06,0.0
41,DoE1_R4_aug_06,0.0
42,DoE1_R4_aug_06,2.2886111111111163
43,DoE1_R4_aug_06,4.265000000000004
44,DoE1_R4_aug_06,6.315000000000005
45,DoE1_R4_aug_06,8.348333333333336
46,DoE1_R4_aug_06,8.406666666666666
47,DoE1_R4_aug_06,10.381666666666668
36,DoE1_R4_aug_07,0.0
37,DoE1_R4_aug_07,0.0
38,DoE1_R4_aug_07,0.0
39,DoE1_R4_aug_07,0.0
40,DoE1_R4_aug_07,0.0
41,DoE1_R4_aug_07,0.0
42,DoE1_R4_aug_07,2.2886111111111163
43,DoE1_R4_aug_07,4.265000000000004
44,DoE1_R4_aug_07,6.315000000000005
45,DoE1_R4_aug_07,8.348333333333336
46,DoE1_R4_aug_07,8.406666666666666
47,DoE1_R4_aug_07,10.381666666666668
36,DoE1_R4_aug_08,0.0
37,DoE1_R4_aug_08,0.0
38,DoE1_R4_aug_08,0.0
39,DoE1_R4_aug_08,0.0
40,DoE1_R4_aug_08,0.0
41,DoE1_R4_aug_08,0.0
42,DoE1_R4_aug_08,2.2886111111111163
43,DoE1_R4_aug_08,4.265000000000004
44,DoE1_R4_aug_08,6.315000000000005
45,DoE1_R4_aug_08,8.348333333333336
46,DoE1_R4_aug_08,8.406666666666666
47,DoE1_R4_aug_08,10.381666666666668
36,DoE1_R4_aug_09,0.0
37,DoE1_R4_aug_09,0.0
38,DoE1_R4_aug_09,0.0
39,DoE1_R4_aug_09,0.0
40,DoE1_R4_aug_09,0.0
41,DoE1_R4_aug_09,0.0
42,DoE1_R4_aug_09,2.2886111111111163
43,DoE1_R4_aug_09,4.265000000000004
44,DoE1_R4_aug_09,6.315000000000005
45,DoE1_R4_aug_09,8.348333333333336
46,DoE1_R4_aug_09,8.406666666666666
47,DoE1_R4_aug_09,10.381666666666668
36,DoE1_R4_aug_10,0.0
37,DoE1_R4_aug_10,0.0
38,DoE1_R4_aug_10,0.0
39,DoE1_R4_aug_10,0.0
40,DoE1_R4_aug_10,0.0
41,DoE1_R4_aug_10,0.0
42,DoE1_R4_aug_10,2.2886111111111163
43,DoE1_R4_aug_10,4.265000000000004
44,DoE1_R4_aug_10,6.315000000000005
45,DoE1_R4_aug_10,8.348333333333336
46,DoE1_R4_aug_10,8.406666666666666
47,DoE1_R4_aug_10,10.381666666666668
36,DoE1_R4_aug_11,0.0
37,DoE1_R4_aug_11,0.0
38,DoE1_R4_aug_11,0.0
39,DoE1_R4_aug_11,0.0
