,process,t,G_exp,G,P_exp,P,X_exp,X,V_N
606,DoE1_R1_aug_09,4.862463864798757,8.787857875753284,8.5489,6.467222827988005,8.167023,37.941527139911344,38.033794,1.7599454197481024
613,DoE1_R1_aug_09,4.9186309391446175,9.224098341651585,9.09253,6.4746224318439065,7.1592746,37.857541408879385,38.225353,1.767640970054438
668,DoE1_R1_aug_09,5.359943666147805,12.996565946564246,12.375867,6.496123012409805,7.0616426,37.099431220117324,36.030704,1.8312276868995139
0,DoE1_R1_aug_10,0.0,0.6478273015742754,0.6387925,-0.03578219471828221,0.0,27.396093436972368,24.820068,1.3332875623847258
164,DoE1_R1_aug_10,1.3159143132458682,-1.8885060510532545,0.0,3.1134665894950535,2.9831667,34.65986728387194,33.08035,1.4177185533673966
220,DoE1_R1_aug_10,1.76525090801275,-2.10130943684985,0.0,3.9168290172582276,3.6709406,36.25430522251365,35.76541,1.451837577257043
249,DoE1_R1_aug_10,1.9979430731598853,-2.0611595532369824,0.0,4.283063660307247,4.8255796,36.920350774017116,34.19182,1.470137771260023
308,DoE1_R1_aug_10,2.4713512712178503,-1.6388604320447444,0.0,4.928921974580267,4.3948507,37.96058967098456,38.321354,1.5083283610816443
368,DoE1_R1_aug_10,2.9527833370395093,-0.7071687173802408,0.0,5.457220888312842,4.5723076,38.61582593341822,39.980392,1.551291613185092
375,DoE1_R1_aug_10,3.0089504113853693,-0.5635899010090588,0.0,5.510860237383313,4.9176598,38.66751727719446,39.193085,1.5566371216272408
430,DoE1_R1_aug_10,3.4502631383885567,0.8314611654767559,0.7810118,5.8773152695553055,6.2405815,38.90562066251463,41.349766,1.6005258585825048
0,DoE1_R1_aug_11,0.0,0.6478273015742754,0.6991152,-0.03578219471828221,0.0,27.396093436972368,29.065128,1.3332875623847258
174,DoE1_R1_aug_11,1.3961529908828114,-1.9534598719031395,0.0,3.266476169044089,3.1067097,34.975369556878185,36.996502,1.4236711753064157
183,DoE1_R1_aug_11,1.4683678007560603,-2.0021012626915087,0.0,3.4005862319876234,3.4186034,35.24769758320292,33.31322,1.4290846781672393
272,DoE1_R1_aug_11,2.1824920317248546,-1.9522325638014562,0.0,4.550340665431786,3.9961338,37.37483908187082,35.292812,1.4854619386647596
561,DoE1_R1_aug_11,4.501389815432512,6.212092119992469,6.3452425,6.392623674363482,5.73123,38.40685349591174,37.67508,1.712959724817147
705,DoE1_R1_aug_11,5.656826773404495,15.889451640607698,14.669774,6.476553278034789,6.7636504,36.50104431496053,36.241966,1.876657993322359
945,DoE1_R1_aug_11,7.582555036691131,41.93712241003199,39.252613,5.8513533830404985,6.8684535,31.52638621191209,33.02067,2.226504604358376
1056,DoE1_R1_aug_11,8.4732043584612,57.95073614375812,56.519684,5.384170077231896,4.885204,29.018416767461996,32.638855,2.43361293833657
0,DoE1_R1_aug_12,0.0,0.6478273015742754,0.6485553,-0.03578219471828221,0.0,27.396093436972368,27.433693,1.3332875623847258
360,DoE1_R1_aug_12,2.8885923949299546,-0.8621341696011657,0.0,5.393920061293141,5.3422713,38.55059569403784,40.366646,1.5452596896767823
452,DoE1_R1_aug_12,3.626788229189832,1.5266410875709808,1.5004189,5.997649099534401,5.934968,38.92146324273558,38.612133,1.6188368380503593
515,DoE1_R1_aug_12,4.132291898302574,3.974962997325605,3.7623222,6.264919508044912,5.4759254,38.73733764680351,41.750263,1.6699394254043955
689,DoE1_R1_aug_12,5.528444889185385,14.602611220020748,13.276185,6.488182709753067,6.7472024,36.76779823249143,35.731724,1.8567855453065951
775,DoE1_R1_aug_12,6.2184975168630965,22.182489818185825,20.957952,6.373792015268269,6.747632,35.20927758275178,35.31854,1.9671653933072524
857,DoE1_R1_aug_12,6.876454673486031,30.947351653480865,28.210842,6.161783661107781,6.325148,33.497892161098186,34.3644,2.0838479839356925
1012,DoE1_R1_aug_12,8.12015417685865,51.329599656021365,51.28697,5.576006512832099,6.6488285,30.002290390370682,30.552046,2.3488503800971934
0,DoE1_R1_aug_13,0.0,0.6478273015742754,0.63153684,-0.03578219471828221,0.0,27.396093436972368,28.756975,1.3332875623847258
268,DoE1_R1_aug_13,2.1503965606700772,-1.9761914677224652,0.0,4.5053034935973635,4.2894464,37.30037977852341,35.491665,1.4830765477463228
335,DoE1_R1_aug_13,2.6879957008375968,-1.2847256977593098,0.0,5.182115000962349,5.013179,38.30349323791304,35.170593,1.5269832205354876
467,DoE1_R1_aug_13,3.7471462456452467,2.0471988902187115,2.0430715,6.0714802715727805,5.874023,38.90771606444839,40.208363,1.631503598552436
627,DoE1_R1_aug_13,5.0309650878363374,10.125926581826349,10.294519,6.486171833800994,5.60774,37.68075584342166,35.76425,1.7833177519772812
697,DoE1_R1_aug_13,5.59263583129494,15.239141008774746,14.34966,6.482957208093959,7.4062715,36.63589033767391,35.685837,1.8666810949931119
976,DoE1_R1_aug_13,7.831294937365655,46.17671217944546,46.81434,5.7271434220589965,6.693439,30.81987755202405,33.25244,2.2815487954279887
980,DoE1_R1_aug_13,7.863390408420432,46.737211254284574,46.545414,5.710682455255693,5.3939533,30.728753517571818,29.276602,2.2888444529924405
0,DoE1_R1_aug_14,0.0,0.6478273015742754,0.62459105,-0.03578219471828221,0.0,27.396093436972368,28.122387,1.3332875623847258
98,DoE1_R1_aug_14,0.7863390408420432,-1.1854911972823303,0.0,1.9948309084572708,1.8199806,32.22435440061422,30.27942,1.3803528516164079
253,DoE1_R1_aug_14,2.0300385442146625,-2.047194319074499,0.0,4.331000998848474,4.8391833,37.004007051925456,36.852406,1.4726881777766159
284,DoE1_R1_aug_14,2.2787784448891863,-1.8674710805830075,0.0,4.68185033850344,4.1936088,37.58683376368762,40.091087,1.492810411188426
408,DoE1_R1_aug_14,3.273738047587282,0.21568057451269995,0.21886116,5.742223334276155,6.112559,38.84532340648015,41.334946,1.5826055971405546
620,DoE1_R1_aug_14,4.974798013490477,9.670099285908613,10.026132,6.480933594705156,5.602265,37.77059797108869,40.52099,1.7754326887369871
858,DoE1_R1_aug_14,6.884478541249726,31.06324329798026,26.394596,6.158683756927919,6.5368443,33.47606610490385,29.545197,2.085362904075827
1029,DoE1_R1_aug_14,8.256559928841453,53.846358027797926,52.47007,5.502632055781771,4.8659873,29.619451709319538,28.596994,2.3791828228926284
0,DoE1_R1_aug_15,0.0,0.6478273015742754,0.6515784,-0.03578219471828221,0.0,27.396093436972368,27.423939,1.3332875623847258
561,DoE1_R1_aug_15,4.501389815432512,6.212092119992469,6.0598965,6.392623674363482,6.407557,38.40685349591174,36.745182,1.712959724817147
613,DoE1_R1_aug_15,4.9186309391446175,9.224098341651585,9.213364,6.4746224318439065,6.5718594,37.857541408879385,40.9422,1.767640970054438
684,DoE1_R1_aug_15,5.4883255503669135,14.211734494949736,14.231346,6.490839935578301,6.843019,36.84870950482972,38.483555,1.8506440095509797
696,DoE1_R1_aug_15,5.584611963531246,15.158823161854265,14.615011,6.4836753161216985,4.976095,36.65254131003465,33.99657,1.8654396160849755
855,DoE1_R1_aug_15,6.8604069379586425,30.71620475245504,31.072079,6.167949900469501,5.6841526,33.541488965904,34.562542,2.080825109030776
982,DoE1_R1_aug_15,7.87943814394782,47.01860074276773,50.19447,5.702418130303282,6.5432954,30.68320752198882,30.464344,2.2925091338963908
1032,DoE1_R1_aug_15,8.280631532132537,54.29594798083261,54.22889,5.489575488073623,5.5311017,29.552204332480883,27.952475,2.385182693129269
1500,DoE1_R2_aug_01,0.0,0.0,0.0,-0.08085739719749539,0.0,20.977252835043064,21.43295,1.3260536767780842
1879,DoE1_R2_aug_01,3.0751084056037357,0.0,0.0,3.6038759754405727,3.5336304,29.703518828935525,30.03443,1.420786150861376
1905,DoE1_R2_aug_01,3.2860657104736486,0.0,0.0,3.842070855390082,4.1753974,30.182652040511428,28.478415,1.4288703379767678
1945,DoE1_R2_aug_01,3.6106154102735153,0.0,0.0,4.203035945404418,4.6410875,30.899759784996036,30.340355,1.441701194721227
1993,DoE1_R2_aug_01,4.000075050033355,0.0,0.0,4.6266613148824005,4.0128474,31.732331110682658,32.54824,1.4573867626124646
2010,DoE1_R2_aug_01,4.138008672448298,0.0,0.0,4.774020574320475,5.3946166,32.02086804107937,32.04041,1.4629353161431398
2017,DoE1_R2_aug_01,4.194804869913275,0.0,0.0,4.834272395889359,5.0082107,32.138817008982976,32.028572,1.4649532566696717
2025,DoE1_R2_aug_01,4.259714809873248,0.0,0.0,4.902821688258688,4.8640404,32.273033780957945,33.334736,1.4673295567433493
1500,DoE1_R2_aug_02,0.0,0.0,0.0,-0.08085739719749539,0.0,20.977252835043064,20.47322,1.3260536767780842
2761,DoE1_R2_aug_02,10.231429286190792,0.0,0.0,9.153692925303547,8.957558,45.44460270090155,49.344593,1.80964785570943
2787,DoE1_R2_aug_02,10.442386591060705,0.0,0.0,9.205691391111293,8.98675,46.0687828096139,47.772205,1.82632054600279
2827,DoE1_R2_aug_02,10.766936290860572,0.0,0.0,9.269305667159156,7.932981,47.06814624188843,48.102146,1.852598124730581
2875,DoE1_R2_aug_02,11.156395930620413,0.0,0.0,9.318678392341504,9.466427,48.333994977358536,51.070465,1.88538775666839
2892,DoE1_R2_aug_02,11.294329553035356,0.0,0.0,9.328929709427923,11.039648,48.8007240244308,57.575798,1.897464349596834
2899,DoE1_R2_aug_02,11.351125750500332,0.0,0.0,9.332032014481424,11.092887,48.99580754691064,47.306858,1.9025216105438598
2907,DoE1_R2_aug_02,11.416035690460305,0.0,0.0,9.3347723558626,10.1072035,49.22086475987473,49.33361,1.9083661917745307
1500,DoE1_R2_aug_03,0.0,0.0,0.0,-0.08085739719749539,0.0,20.977252835043064,20.122812,1.3260536767780842
2035,DoE1_R2_aug_03,4.340852234823215,0.0,0.0,4.988036386905871,5.4454527,32.43996974950578,32.88738,1.4703917492298317
2061,DoE1_R2_aug_03,4.551809539693128,0.0,0.0,5.207076403618223,4.122665,32.87000976071728,33.802715,1.4787926867411172
2101,DoE1_R2_aug_03,4.876359239492995,0.0,0.0,5.536645503216967,6.111035,33.52204373591393,33.476093,1.492769911842521
2149,DoE1_R2_aug_03,5.265818879252834,0.0,0.0,5.919512532115064,6.4847593,34.29325330849121,33.42334,1.5107801084475934
2166,DoE1_R2_aug_03,5.403752501667778,0.0,0.0,6.051629992178802,5.6305547,34.56443368070575,35.07877,1.5173748010075718
2173,DoE1_R2_aug_03,5.4605486991327545,0.0,0.0,6.105483153344326,4.4007897,34.675901099797144,35.437527,1.520111891306372
2181,DoE1_R2_aug_03,5.525458639092728,0.0,0.0,6.166632101419202,5.9361897,34.80318557974588,34.333076,1.5232518805239401
1500,DoE1_R2_aug_04,0.0,0.0,0.0,-0.08085739719749539,0.0,20.977252835043064,21.724297,1.3260536767780842
2398,DoE1_R2_aug_04,7.286140760507004,0.0,0.0,7.645888924457353,9.473625,38.308145683857056,39.410435,1.612949358624978
2424,DoE1_R2_aug_04,7.4970980653769175,0.0,0.0,7.7974381478269414,7.047207,38.748289607419665,38.589146,1.6252661179459775
2464,DoE1_R2_aug_04,7.821647765176784,0.0,0.0,8.018691346587998,7.189857,39.440194255156285,40.57925,1.644671806352158
2512,DoE1_R2_aug_04,8.211107404936623,0.0,0.0,8.264405036753526,8.650849,40.29817054198122,39.711555,1.668482849310369
2529,DoE1_R2_aug_04,8.349041027351566,0.0,0.0,8.34607056747715,7.344885,40.61026277782507,40.978886,1.676300629067764
2536,DoE1_R2_aug_04,8.405837224816544,0.0,0.0,8.378864065000773,8.799589,40.740124288810875,39.802704,1.6796696690812192
2544,DoE1_R2_aug_04,8.470747164776517,0.0,0.0,8.415741011916348,6.7084384,40.88953632406749,41.69437,1.6835951892291088
1500,DoE1_R2_aug_05,0.0,0.0,0.0,-0.08085739719749539,0.0,20.977252835043064,21.552963,1.3260536767780842
2530,DoE1_R2_aug_05,8.357154769846563,0.0,0.0,8.350785288626088,7.8782086,40.62876518901716,40.692513,1.6767780793465503
2556,DoE1_R2_aug_05,8.568112074716478,0.0,0.0,8.469843653866308,8.771109,41.11570696652529,40.188263,1.6896275430137264
2596,DoE1_R2_aug_05,8.892661774516343,0.0,0.0,8.639480403923866,9.283191,41.88845420063957,43.92394,1.71086261911947
2644,DoE1_R2_aug_05,9.282121414276183,0.0,0.0,8.82064553465343,10.509327,42.85759501191759,42.295483,1.7382229374550568
2661,DoE1_R2_aug_05,9.420055036691126,0.0,0.0,8.878767648683848,8.632199,43.212760557080955,41.66163,1.748291524165642
2668,DoE1_R2_aug_05,9.476851234156102,0.0,0.0,8.90176303823152,8.805288,43.360921056755544,43.74586,1.7524831873770168
2676,DoE1_R2_aug_05,9.541761174116077,0.0,0.0,8.927368033227573,9.340088,43.53164830776039,47.286083,1.757302620125134
1500,DoE1_R2_aug_06,0.0,0.0,0.0,-0.08085739719749539,0.0,20.977252835043064,22.060373,1.3260536767780842
1576,DoE1_R2_aug_06,0.6166444296197464,0.0,0.0,0.6781104752238535,0.68560785,23.05255555974764,23.1301,1.3423750130352952
1602,DoE1_R2_aug_06,0.8276017344896597,0.0,0.0,0.9365909773646875,0.8095244,23.718832210585983,23.294197,1.348475757558711
1642,DoE1_R2_aug_06,1.1521514342895263,0.0,0.0,1.3325074856565229,1.3186991,24.70354760473324,24.336037,1.3582166531948898
1690,DoE1_R2_aug_06,1.541611074049366,0.0,0.0,1.8040629870713238,1.9466234,25.824759575906192,22.441557,1.3703601198954072
1707,DoE1_R2_aug_06,1.6795446964643093,0.0,0.0,1.969964077127699,2.0840669,26.20702438875018,25.324175,1.3747523745384238
1714,DoE1_R2_aug_06,1.736340893929286,0.0,0.0,2.0380889463209795,2.1379068,26.36227503299606,27.13987,1.3765719934947702
1722,DoE1_R2_aug_06,1.8012508338892592,0.0,0.0,2.1158061332562896,2.2123084,26.538199322500354,26.535515,1.378658538555639
1500,DoE1_R2_aug_07,0.0,0.0,0.0,-0.08085739719749539,0.0,20.977252835043064,20.77846,1.3260536767780842
1789,DoE1_R2_aug_07,2.344871581054036,0.0,0.0,2.76019052877336,2.8568168,27.952029130404394,32.768604,1.395513431395636
1815,DoE1_R2_aug_07,2.555828885923949,0.0,0.0,3.006742912766053,3.2312953,28.474097506355697,27.357443,1.402276196429078
1855,DoE1_R2_aug_07,2.8803785857238156,0.0,0.0,3.3816774147991704,3.3708143,29.251228062606728,28.743681,1.413579300286545
1903,DoE1_R2_aug_07,3.2698382254836553,0.0,0.0,3.823844820284984,4.0976267,30.146176702776735,30.002314,1.4282398913728516
1920,DoE1_R2_aug_07,3.4077718478985988,0.0,0.0,3.978236370281645,3.4559631,30.454281139463472,30.405268,1.433636890845412
1927,DoE1_R2_aug_07,3.4645680453635754,0.0,0.0,4.0414545863080225,4.368671,30.579903506649366,33.16053,1.435881734427556
1935,DoE1_R2_aug_07,3.5294779853235485,0.0,0.0,4.113444576203033,4.9826303,30.7226157283826,28.87691,1.4384606552269055
1500,DoE1_R2_aug_08,0.0,0.0,0.0,-0.08085739719749539,0.0,20.977252835043064,22.393888,1.3260536767780842
2647,DoE1_R2_aug_08,9.306462641761174,0.0,0.0,8.831135314111112,7.6742,42.919799781692234,45.12572,1.739987445209751
2673,DoE1_R2_aug_08,9.517419946631087,0.0,0.0,8.917850872114942,9.328571,43.46744894487341,43.228214,1.7554918878880799
2713,DoE1_R2_aug_08,9.841969646430954,0.0,0.0,9.03628422965539,8.152694,44.34143283040072,42.56296,1.7799100972387054
2761,DoE1_R2_aug_08,10.231429286190792,0.0,0.0,9.153692925303547,7.955277,45.44460270090155,43.47399,1.80964785570943
2778,DoE1_R2_aug_08,10.369362908605735,0.0,0.0,9.188629719928409,11.010059,45.85051866823935,45.523304,1.8204895461711739
2785,DoE1_R2_aug_08,10.426159106070713,0.0,0.0,9.201986244225113,9.68162,46.020075352521104,47.276234,1.8250228659705874
2793,DoE1_R2_aug_08,10.491069046030686,0.0,0.0,9.216509701059245,9.469926,46.21561178018208,45.43984,1.8302209452958895
1500,DoE1_R2_aug_09,0.0,0.0,0.0,-0.08085739719749539,0.0,20.977252835043064,22.2453,1.3260536767780842
2127,DoE1_R2_aug_09,5.087316544362908,0.0,0.0,5.745799092032054,5.3852496,33.940983710898465,33.36816,1.5023928822463142
2153,DoE1_R2_aug_09,5.298273849232821,0.0,0.0,5.950767035491062,6.0666823,34.357129638859504,34.64114,1.5123241412455473
2193,DoE1_R2_aug_09,5.622823549032688,0.0,0.0,6.257550373388074,5.958737,34.99395341724187,32.986397,1.527979623789582
2241,DoE1_R2_aug_09,6.012283188792527,0.0,0.0,6.61125621906802,6.618967,35.75677525904799,36.30209,1.5469219960329201
2258,DoE1_R2_aug_09,6.150216811207471,0.0,0.0,6.732570100170129,5.932289,36.02756553496518,34.69876,1.5535638522922826
2265,DoE1_R2_aug_09,6.2070130086724475,0.0,0.0,6.781902411297993,6.478275,36.13926466445261,35.53197,1.5554101594276242
2273,DoE1_R2_aug_09,6.271922948632421,0.0,0.0,6.837833018241221,6.365487,36.267094197913394,36.549816,1.558547879364981
1500,DoE1_R2_aug_10,0.0,0.0,0.0,-0.08085739719749539,0.0,20.977252835043064,22.534956,1.3260536767780842
1666,DoE1_R2_aug_10,1.3468812541694462,0.0,0.0,1.56882604584171,1.6579199,25.272084373991582,24.681887,1.3642351377914195
1692,DoE1_R2_aug_10,1.5578385590393595,0.0,0.0,1.8236131873576138,2.1352015,25.870121868851413,26.167833,1.3708747276710063
1732,DoE1_R2_aug_10,1.882388258839226,0.0,0.0,2.2127358888895183,2.1313405,26.755885233381328,25.547266,1.3812761269964877
1780,DoE1_R2_aug_10,2.271847898599066,0.0,0.0,2.674360080607109,2.3905811,27.76800482864974,27.898844,1.3932964678677469
1797,DoE1_R2_aug_10,2.409781521014009,0.0,0.0,2.836278512339911,3.2661731,28.114157217617063,25.996655,1.3975393344316074
