,process,t,G_exp,G,P_exp,P,X_exp,X,V_N
10,exp1_aug_03,3.1313131313131315,0.0,0.0,0.14169904999605643,0.14470421,14.262023198379879,15.379753,0.5524454436499832
18,exp1_aug_03,5.636363636363637,0.0,0.0,0.33746072227606916,0.28756526,21.03347744606568,21.18248,0.5906534963209652
26,exp1_aug_03,8.141414141414142,0.0,0.0,0.5780350234605637,0.62245697,26.433857772817788,24.953955,0.6272487587633288
74,exp1_aug_03,23.171717171717173,0.0,0.0,2.1730097288165253,2.0919616,40.18951791196557,38.129078,0.8303365405485683
82,exp1_aug_03,25.67676767676768,0.0,0.0,2.3325042779598313,2.2980928,41.06534605130324,43.145794,0.8643346723566268
86,exp1_aug_03,26.92929292929293,0.0,0.0,2.3876408793181865,2.3130238,41.52131580950298,41.41498,0.8816408679191277
92,exp1_aug_03,28.80808080808081,0.0,0.0,2.4346258084365386,2.2307305,42.29153521278444,43.65598,0.9080932134150619
99,exp1_aug_03,31.0,0.0,0.0,2.4281663512770506,2.566717,43.412196823979066,46.318375,0.9398584119822014
0,exp1_aug_04,0.0,0.0,0.0,-0.01850654487928378,0.0,3.593620347747351,3.4059966,0.5019444512095219
8,exp1_aug_04,2.505050505050505,0.0,0.0,0.10141281565989761,0.11220571,12.333697617873131,13.023866,0.5426050519826514
24,exp1_aug_04,7.515151515151516,0.0,0.0,0.5144612957561536,0.4863876,25.202392735945573,27.412855,0.6182341648910341
33,exp1_aug_04,10.333333333333334,0.0,0.0,0.8142143180922634,0.8563923,30.176910927490937,31.230972,0.6581906707595114
46,exp1_aug_04,14.404040404040405,0.0,0.0,1.2830022416978386,1.3448825,35.125336418219675,36.742645,0.7137182390954427
80,exp1_aug_04,25.050505050505052,0.0,0.0,2.2984528668838253,2.2770967,40.84612143802397,42.09721,0.8557656329952671
84,exp1_aug_04,26.303030303030305,0.0,0.0,2.3623070470142857,2.487875,41.289467209865606,43.749508,0.8729581337745196
93,exp1_aug_04,29.121212121212125,0.0,0.0,2.437935910321252,2.8076062,42.434510564695444,40.985493,0.9125672416988891
99,exp1_aug_04,31.0,0.0,0.0,2.4281663512770506,2.4407008,43.412196823979066,43.061924,0.9398584119822014
0,exp1_aug_05,0.0,0.0,0.0,-0.01850654487928378,0.0,3.593620347747351,3.6970284,0.5019444512095219
20,exp1_aug_05,6.262626262626263,0.0,0.0,0.39395385043490394,0.3893977,22.50503346836144,21.922548,0.5999413843400343
28,exp1_aug_05,8.767676767676768,0.0,0.0,0.6435283615554934,0.71621287,27.590954272799323,25.544605,0.6361819559270624
39,exp1_aug_05,12.212121212121213,0.0,0.0,1.0282103361058499,1.0468493,32.75215308147841,32.062504,0.6840763384858262
46,exp1_aug_05,14.404040404040405,0.0,0.0,1.2830022416978386,1.313609,35.125336418219675,34.553856,0.7137182390954427
61,exp1_aug_05,19.101010101010104,0.0,0.0,1.805181039338072,1.7998343,38.46647091864773,37.194134,0.7761466716265368
76,exp1_aug_05,23.7979797979798,0.0,0.0,2.21848529758317,2.2770712,40.41103826414706,37.145863,0.8387714177614198
88,exp1_aug_05,27.555555555555557,0.0,0.0,2.4082854801425304,2.4377952,41.7637227460073,42.23075,0.8903877254606327
91,exp1_aug_05,28.494949494949495,0.0,0.0,2.429978177635185,2.0905175,42.15332261693412,41.884857,0.9036388539830952
0,exp1_aug_06,0.0,0.0,0.0,-0.01850654487928378,0.0,3.593620347747351,3.604962,0.5019444512095219
5,exp1_aug_06,1.5656565656565657,0.0,0.0,0.04836904929261551,0.047697995,9.253112219019362,9.122797,0.52760847475935
12,exp1_aug_06,3.757575757575758,0.0,0.0,0.18566725255475552,0.19634049,16.093333075660585,16.886147,0.5621656332472985
34,exp1_aug_06,10.646464646464647,0.0,0.0,0.8493230908933769,0.81964713,30.64434150931909,31.004215,0.6625416738687172
57,exp1_aug_06,17.84848484848485,0.0,0.0,1.672742070622517,1.6598237,37.76135971983589,40.500896,0.7595643770159876
61,exp1_aug_06,19.101010101010104,0.0,0.0,1.805181039338072,1.9034588,38.46647091864773,40.261486,0.7761466716265368
74,exp1_aug_06,23.171717171717173,0.0,0.0,2.1730097288165253,2.1024034,40.18951791196557,38.47541,0.8303365405485683
84,exp1_aug_06,26.303030303030305,0.0,0.0,2.3623070470142857,2.190418,41.289467209865606,41.981762,0.8729581337745196
95,exp1_aug_06,29.747474747474747,0.0,0.0,2.4404333799762536,2.570201,42.736164984595426,38.973434,0.9215767301572168
0,exp1_aug_07,0.0,0.0,0.0,-0.01850654487928378,0.0,3.593620347747351,3.776808,0.5019444512095219
30,exp1_aug_07,9.393939393939394,0.0,0.0,0.7107210153119403,0.67669773,28.6765131316821,31.073547,0.645038607052417
37,exp1_aug_07,11.585858585858587,0.0,0.0,0.9560969091439808,0.9245197,31.953481272115006,31.935501,0.6755041174896754
41,exp1_aug_07,12.83838383838384,0.0,0.0,1.1008114577197219,1.0284771,33.494857176598615,33.931324,0.6925986921295982
45,exp1_aug_07,14.090909090909092,0.0,0.0,1.2465956059874665,1.2959023,34.82368580727716,33.342808,0.7095132000407355
49,exp1_aug_07,15.343434343434344,0.0,0.0,1.3916869961151943,1.3455541,35.96261433048597,40.40234,0.7262864465845426
65,exp1_aug_07,20.353535353535356,0.0,0.0,1.9298778185855276,1.9083664,39.072270675331296,40.614796,0.7927429263155775
74,exp1_aug_07,23.171717171717173,0.0,0.0,2.1730097288165253,2.0911891,40.18951791196557,41.272224,0.8303365405485683
95,exp1_aug_07,29.747474747474747,0.0,0.0,2.4404333799762536,2.5049121,42.736164984595426,41.905388,0.9215767301572168
0,exp1_aug_08,0.0,0.0,0.0,-0.01850654487928378,0.0,3.593620347747351,3.7590656,0.5019444512095219
6,exp1_aug_08,1.878787878787879,0.0,0.0,0.06502884427528163,0.061404277,10.305525438348425,9.448926,0.5326396075751213
14,exp1_aug_08,4.383838383838384,0.0,0.0,0.23309712860699236,0.23842767,17.830458145507176,16.071384,0.5717704714447793
44,exp1_aug_08,13.777777777777779,0.0,0.0,1.2101456728933437,1.2086208,34.510166439617784,34.53811,0.7052993321505702
51,exp1_aug_08,15.96969696969697,0.0,0.0,1.4634221700540455,1.5100905,36.46794329126903,38.198696,0.7346322235191519
67,exp1_aug_08,20.97979797979798,0.0,0.0,1.9887721503362115,1.9954078,39.34500600235478,39.299763,0.8010584153649869
73,exp1_aug_08,22.85858585858586,0.0,0.0,2.148995377348063,2.0416806,40.0765245276551,39.259285,0.826132537374956
78,exp1_aug_08,24.424242424242426,0.0,0.0,2.260373108515271,2.3168442,40.62896247423589,39.845238,0.8472461650202588
96,exp1_aug_08,30.060606060606062,0.0,0.0,2.4395656740642915,2.8718932,42.89555177653239,41.085354,0.9261134029992626
0,exp1_aug_09,0.0,0.0,0.0,-0.01850654487928378,0.0,3.593620347747351,3.9113684,0.5019444512095219
9,exp1_aug_09,2.8181818181818183,0.0,0.0,0.1210819183795968,0.1129477,13.310164302016751,14.8651705,0.5475405762419556
36,exp1_aug_09,11.272727272727273,0.0,0.0,0.9202919232603609,0.84867615,31.532272819657134,29.797144,0.6711977909000265
39,exp1_aug_09,12.212121212121213,0.0,0.0,1.0282103361058499,1.0586572,32.75215308147841,29.283998,0.6840763384858262
42,exp1_aug_09,13.151515151515152,0.0,0.0,1.1372260619183463,1.1910585,33.84610598625251,32.82524,0.6968426845287745
52,exp1_aug_09,16.282828282828284,0.0,0.0,1.4989907477982791,1.5679753,36.70581246336419,34.46923,0.7387970225703377
72,exp1_aug_09,22.545454545454547,0.0,0.0,2.1241666969443393,2.302937,39.96157052189949,41.441093,0.821936682711522
76,exp1_aug_09,23.7979797979798,0.0,0.0,2.21848529758317,2.1884987,40.41103826414706,40.912464,0.8387714177614198
84,exp1_aug_09,26.303030303030305,0.0,0.0,2.3623070470142857,2.366109,41.289467209865606,41.53481,0.8729581337745196
0,exp1_aug_10,0.0,0.0,0.0,-0.01850654487928378,0.0,3.593620347747351,3.6346369,0.5019444512095219
9,exp1_aug_10,2.8181818181818183,0.0,0.0,0.1210819183795968,0.114132196,13.310164302016751,12.579747,0.5475405762419556
20,exp1_aug_10,6.262626262626263,0.0,0.0,0.39395385043490394,0.4192777,22.50503346836144,22.967104,0.5999413843400343
26,exp1_aug_10,8.141414141414142,0.0,0.0,0.5780350234605637,0.52198094,26.433857772817788,26.192038,0.6272487587633288
31,exp1_aug_10,9.707070707070708,0.0,0.0,0.7448857434604198,0.75794196,29.19335060064644,29.281748,0.6494397436851342
41,exp1_aug_10,12.83838383838384,0.0,0.0,1.1008114577197219,1.0804416,33.494857176598615,33.58303,0.6925986921295982
46,exp1_aug_10,14.404040404040405,0.0,0.0,1.2830022416978386,1.2886575,35.125336418219675,36.318253,0.7137182390954427
75,exp1_aug_10,23.484848484848484,0.0,0.0,2.1961822145086027,2.171647,40.30090453680489,41.542744,0.834549298566132
95,exp1_aug_10,29.747474747474747,0.0,0.0,2.4404333799762536,2.3117318,42.736164984595426,41.383873,0.9215767301572168
100,exp2_aug_01,0.0,0.0,0.0,-0.028880692658605246,0.0,3.7020809802574504,3.561166,0.5010280378161264
110,exp2_aug_01,3.1313131313131315,0.0,0.0,0.15505340754490146,0.16745797,14.393772500205793,13.100659,0.5526110511711309
125,exp2_aug_01,7.828282828282829,0.0,0.0,0.555690774529398,0.5625119,26.4003121203241,26.94186,0.6256645726759882
136,exp2_aug_01,11.272727272727273,0.0,0.0,0.9103378829058204,0.9609741,32.48348089203354,31.49617,0.6761148470151308
153,exp2_aug_01,16.5959595959596,0.0,0.0,1.4915390137510802,1.3789204,38.05615460824567,37.77297,0.7492311453653722
161,exp2_aug_01,19.101010101010104,0.0,0.0,1.7549811826409,1.7904674,39.31656904022963,39.83032,0.7817211308477043
170,exp2_aug_01,21.91919191919192,0.0,0.0,2.026331763203616,1.889146,39.87077980168007,39.941746,0.8168928309785642
176,exp2_aug_01,23.7979797979798,0.0,0.0,2.185620288892444,2.3345397,39.80306825149104,36.345966,0.8395639570897294
184,exp2_aug_01,26.303030303030305,0.0,0.0,2.36253212349635,2.3170347,39.256971911339136,37.191822,0.8688689246237538
100,exp2_aug_02,0.0,0.0,0.0,-0.028880692658605246,0.0,3.7020809802574504,3.569503,0.5010280378161264
105,exp2_aug_02,1.5656565656565657,0.0,0.0,0.05310560471117316,0.054956056,9.333786986259815,8.7073145,0.5271160208060196
119,exp2_aug_02,5.94949494949495,0.0,0.0,0.38089040269808233,0.3715775,22.143015190299945,20.057907,0.5970481310675827
122,exp2_aug_02,6.888888888888889,0.0,0.0,0.46622599217741295,0.48878872,24.358850694808314,23.864843,0.6114553631993634
134,exp2_aug_02,10.646464646464647,0.0,0.0,0.8434656627723962,0.81824046,31.533943625529695,35.647255,0.6671313127451033
155,exp2_aug_02,17.22222222222222,0.0,0.0,1.558762652969802,1.4841981,38.44516948839073,35.896175,0.757464867952518
172,exp2_aug_02,22.545454545454547,0.0,0.0,2.081642033647504,2.0453,39.884055844516105,36.647003,0.8245174305874583
179,exp2_aug_02,24.737373737373737,0.0,0.0,2.2571626085162975,2.2000413,39.65470436983381,37.14955,0.8506746922235418
185,exp2_aug_02,26.61616161616162,0.0,0.0,2.3813460532984423,2.2859733,39.15670624470076,39.38756,0.8724601304327142
100,exp2_aug_03,0.0,0.0,0.0,-0.028880692658605246,0.0,3.7020809802574504,3.3501396,0.5010280378161264
103,exp2_aug_03,0.9393939393939394,0.0,0.0,0.017775844691505643,0.019157764,7.151149716677102,7.313823,0.5167526883435223
112,exp2_aug_03,3.757575757575758,0.0,0.0,0.20086230854397005,0.20984207,16.263439663094253,17.413635,0.5626458622561803
117,exp2_aug_03,5.3232323232323235,0.0,0.0,0.326560406544763,0.3176327,20.56617670130523,21.938578,0.5873319515011769
133,exp2_aug_03,10.333333333333334,0.0,0.0,0.8103481204181473,0.8323915,31.03391485503217,30.65905,0.6626084087973718
144,exp2_aug_03,13.777777777777779,0.0,0.0,1.1833914937206282,1.2411236,35.638169939092045,36.203663,0.7112334702386668
150,exp2_aug_03,15.656565656565657,0.0,0.0,1.3895491353122704,1.4339991,37.374591265168085,36.835144,0.7367387534984688
184,exp2_aug_03,26.303030303030305,0.0,0.0,2.36253212349635,2.4496768,39.256971911339136,40.28527,0.8688689246237538
190,exp2_aug_03,28.181818181818183,0.0,0.0,2.4630169330700946,2.370686,38.5630859021589,41.967113,0.8901835065530661
100,exp2_aug_04,0.0,0.0,0.0,-0.028880692658605246,0.0,3.7020809802574504,3.39536,0.5010280378161264
118,exp2_aug_04,5.636363636363637,0.0,0.0,0.35345604489850574,0.409091,21.3646944442845,21.287762,0.5922012443768526
132,exp2_aug_04,10.02020202020202,0.0,0.0,0.7774695966181278,0.7948739,30.51677195993824,26.359598,0.6580646124185932
137,exp2_aug_04,11.585858585858587,0.0,0.0,0.9440526005661153,0.9886591,32.933400437688846,34.88202,0.68057567917128
147,exp2_aug_04,14.717171717171718,0.0,0.0,1.286653474767157,1.1809964,36.570446098870676,37.313877,0.7240737700419062
164,exp2_aug_04,20.04040404040404,0.0,0.0,1.8490344662925509,1.8398943,39.596141932626125,41.32741,0.793603998695896
172,exp2_aug_04,22.545454545454547,0.0,0.0,2.081642033647504,2.105412,39.884055844516105,40.189713,0.8245174305874583
184,exp2_aug_04,26.303030303030305,0.0,0.0,2.36253212349635,2.2495713,39.256971911339136,41.22193,0.8688689246237538
193,exp2_aug_04,29.121212121212125,0.0,0.0,2.5013811634021876,2.429797,38.140478982835624,41.381435,0.9006350428950746
100,exp2_aug_05,0.0,0.0,0.0,-0.028880692658605246,0.0,3.7020809802574504,3.9007516,0.5010280378161264
122,exp2_aug_05,6.888888888888889,0.0,0.0,0.46622599217741295,0.45963892,24.358850694808314,24.39255,0.6114553631993634
125,exp2_aug_05,7.828282828282829,0.0,0.0,0.555690774529398,0.5850572,26.4003121203241,26.184017,0.6256645726759882
134,exp2_aug_05,10.646464646464647,0.0,0.0,0.8434656627723962,0.87548107,31.533943625529695,28.248875,0.6671313127451033
148,exp2_aug_05,15.030303030303031,0.0,0.0,1.3210193706393834,1.346188,36.85245723159061,35.220734,0.7283147762322668
170,exp2_aug_05,21.91919191919192,0.0,0.0,2.026331763203616,1.8832964,39.87077980168007,38.359715,0.8168928309785642
173,exp2_aug_05,22.85858585858586,0.0,0.0,2.108496853253254,2.1805975,39.876943118860254,35.98591,0.828304244927076
178,exp2_aug_05,24.424242424242426,0.0,0.0,2.233968592742451,2.2067122,39.712093012821846,42.88336,0.8469874986539313
184,exp2_aug_05,26.303030303030305,0.0,0.0,2.36253212349635,2.4920902,39.256971911339136,39.707016,0.8688689246237538
100,exp2_aug_06,0.0,0.0,0.0,-0.028880692658605246,0.0,3.7020809802574504,3.5677648,0.5010280378161264
106,exp2_aug_06,1.878787878787879,0.0,0.0,0.07197816507856408,0.078987055,10.390699629115542,10.365456,0.5322620594213182
119,exp2_aug_06,5.94949494949495,0.0,0.0,0.38089040269808233,0.3936765,22.143015190299945,22.678072,0.5970481310675827
136,exp2_aug_06,11.272727272727273,0.0,0.0,0.9103378829058204,0.8483053,32.48348089203354,35.863018,0.6761148470151308
141,exp2_aug_06,12.83838383838384,0.0,0.0,1.0803026537775724,1.0050666,34.57221361557085,34.73837,0.6982151293317332
167,exp2_aug_06,20.97979797979798,0.0,0.0,1.9396644803484187,2.196502,39.77902912968915,40.58986,0.8053269904871767
172,exp2_aug_06,22.545454545454547,0.0,0.0,2.081642033647504,2.2510126,39.884055844516105,38.846672,0.8245174305874583
189,exp2_aug_06,27.868686868686872,0.0,0.0,2.4484025265457396,2.275424,38.69343048916562,38.67091,0.886669515329167
193,exp2_aug_06,29.121212121212125,0.0,0.0,2.5013811634021876,2.476986,38.140478982835624,40.542465,0.9006350428950746
100,exp2_aug_07,0.0,0.0,0.0,-0.028880692658605246,0.0,3.7020809802574504,3.8609128,0.5010280378161264
121,exp2_aug_07,6.575757575757576,0.0,0.0,0.4372953563969763,0.4070186,23.639887790737355,23.460203,0.6066750895619114
125,exp2_aug_07,7.828282828282829,0.0,0.0,0.555690774529398,0.54981416,26.4003121203241,25.864742,0.6256645726759882
143,exp2_aug_07,13.464646464646465,0.0,0.0,1.1489826690933034,1.2144202,35.297978549211265,33.40709,0.7069139401704462
147,exp2_aug_07,14.717171717171718,0.0,0.0,1.286653474767157,1.3523718,36.570446098870676,36.21696,0.7240737700419062
156,exp2_aug_07,17.535353535353536,0.0,0.0,1.5920836484786975,1.6077754,38.62068529836476,39.394268,0.761553670399634
176,exp2_aug_07,23.7979797979798,0.0,0.0,2.185620288892444,2.1900835,39.80306825149104,39.531708,0.8395639570897294
182,exp2_aug_07,25.67676767676768,0.0,0.0,2.3225843505199264,2.3620834,39.43740064414993,41.185184,0.8616391750855309
197,exp2_aug_07,30.373737373737377,0.0,0.0,2.5390032400636073,2.6135862,37.51100531447845,37.263542,0.9143631718137377
100,exp2_aug_08,0.0,0.0,0.0,-0.028880692658605246,0.0,3.7020809802574504,3.6594048,0.5010280378161264
109,exp2_aug_08,2.8181818181818183,0.0,0.0,0.13318680689768164,0.14015263,13.426279887834134,13.279804,0.5475588758065316
119,exp2_aug_08,5.94949494949495,0.0,0.0,0.38089040269808233,0.38118702,22.143015190299945,20.461044,0.5970481310675827
125,exp2_aug_08,7.828282828282829,0.0,0.0,0.555690774529398,0.5270394,26.4003121203241,27.137442,0.6256645726759882
131,exp2_aug_08,9.707070707070708,0.0,0.0,0.7448500714317778,0.7570282,29.98230941542343,31.199715,0.6534998226918408
146,exp2_aug_08,14.404040404040405,0.0,0.0,1.2522468766169954,1.1872127,36.274198189097255,33.73327,0.7198132842574703
151,exp2_aug_08,15.96969696969697,0.0,0.0,1.4236730439940497,1.4602371,37.6151252156746,38.833424,0.7409219264081632
154,exp2_aug_08,16.90909090909091,0.0,0.0,1.52524111470745,1.4857697,38.25706109995921,37.17438,0.7533573932467399
196,exp2_aug_08,30.060606060606062,0.0,0.0,2.5311073286245778,2.4403598,37.674828347372056,37.40748,0.9109530424980081
100,exp2_aug_09,0.0,0.0,0.0,-0.028880692658605246,0.0,3.7020809802574504,3.2968075,0.5010280378161264
105,exp2_aug_09,1.5656565656565657,0.0,0.0,0.05310560471117316,0.051176284,9.333786986259815,8.863992,0.5271160208060196
108,exp2_aug_09,2.505050505050505,0.0,0.0,0.11203874623125862,0.10429907,12.436740555078208,12.682534,0.5424833860046477
113,exp2_aug_09,4.070707070707071,0.0,0.0,0.22476464877693825,0.25123906,17.16602526326005,18.780123,0.5676286998104838
123,exp2_aug_09,7.202020202020202,0.0,0.0,0.4956154271659223,0.48330474,25.058438701213422,24.739775,0.616213634319576
126,exp2_aug_09,8.141414141414142,0.0,0.0,0.5863367267854837,0.5657862,27.043008582678663,28.527304,0.6303574417460417
144,exp2_aug_09,13.777777777777779,0.0,0.0,1.1833914937206282,1.3620713,35.638169939092045,37.181988,0.7112334702386668
164,exp2_aug_09,20.04040404040404,0.0,0.0,1.8490344662925509,1.8538378,39.596141932626125,39.11969,0.793603998695896
182,exp2_aug_09,25.67676767676768,0.0,0.0,2.3225843505199264,2.4034412,39.43740064414993,41.576317,0.8616391750855309
100,exp2_aug_10,0.0,0.0,0.0,-0.028880692658605246,0.0,3.7020809802574504,3.8325071,0.5010280378161264
127,exp2_aug_10,8.454545454545455,0.0,0.0,0.6173615580118806,0.5930981,27.667152246665353,28.2169,0.6350287119665616
130,exp2_aug_10,9.393939393939394,0.0,0.0,0.7125095249185378,0.73521644,29.430321696663224,29.180243,0.6489139387001879
139,exp2_aug_10,12.212121212121213,0.0,0.0,1.0119393507766692,0.9894416,33.78456897792871,36.07047,0.6894359781104824
143,exp2_aug_10,13.464646464646465,0.0,0.0,1.1489826690933034,1.1445254,35.297978549211265,35.29268,0.7069139401704462
150,exp2_aug_10,15.656565656565657,0.0,0.0,1.3895491353122704,1.4475418,37.374591265168085,32.82675,0.7367387534984688
180,exp2_aug_10,25.050505050505052,0.0,0.0,2.2796765601101194,2.2405329,39.58965574417615,40.766632,0.8543456355407275
194,exp2_aug_10,29.434343434343436,0.0,0.0,2.512276310234428,2.581537,37.98977070637515,38.02543,0.9040890789556032
197,exp2_aug_10,30.373737373737377,0.0,0.0,2.5390032400636073,2.5386968,37.51100531447845,38.463345,0.9143631718137377
200,exp3_aug_01,0.0,0.0,0.0,-0.04186807218574342,0.0,3.5009965015091367,3.4278924,0.5010280378161256
204,exp3_aug_01,1.2525252525252526,0.0,0.0,0.05539781399550479,0.055043634,8.266357025522874,8.557791,0.5219462640857294
209,exp3_aug_01,2.8181818181818183,0.0,0.0,0.1920146297940055,0.18176846,13.632069211551896,14.388676,0.5475588758065315
226,exp3_aug_01,8.141414141414142,0.0,0.0,0.7490348914302317,0.7293207,27.441741212562317,26.065289,0.6303574417460419
229,exp3_aug_01,9.080808080808081,0.0,0.0,0.8571732954522551,0.8116223,29.241183843177133,28.596302,0.6443068595267082
245,exp3_aug_01,14.090909090909092,0.0,0.0,1.4472723348258372,1.4454242,36.14591105515717,33.99879,0.7155332179620323
269,exp3_aug_01,21.60606060606061,0.0,0.0,2.236942562716149,2.3579473,40.03028187434802,46.423336,0.8130548438754335
285,exp3_aug_01,26.61616161616162,0.0,0.0,2.580209199219556,2.7064974,40.066571674380775,40.865894,0.8724601304327135
290,exp3_aug_01,28.181818181818183,0.0,0.0,2.6416689436659277,2.62328,39.89128890078114,36.728996,0.8901835065530659
200,exp3_aug_02,0.0,0.0,0.0,-0.04186807218574342,0.0,3.5009965015091367,3.535199,0.5010280378161256
205,exp3_aug_02,1.5656565656565657,0.0,0.0,0.08145148175341034,0.08503215,9.391048592556528,9.50759,0.5271160208060193
218,exp3_aug_02,5.636363636363637,0.0,0.0,0.4724575020310858,0.449711,21.747075878159546,22.878736,0.592201244376853
223,exp3_aug_02,7.202020202020202,0.0,0.0,0.6430082696678769,0.64333844,25.463419138161303,26.158003,0.6162136343195761
239,exp3_aug_02,12.212121212121213,0.0,0.0,1.2259495123448616,1.2623814,34.04966941798694,33.80288,0.6894359781104822
245,exp3_aug_02,14.090909090909092,0.0,0.0,1.4472723348258372,1.3574936,36.14591105515717,35.882427,0.7155332179620323
249,exp3_aug_02,15.343434343434344,0.0,0.0,1.5921766367730712,1.7759252,37.254045242788514,35.78631,0.7325364037454782
268,exp3_aug_02,21.292929292929294,0.0,0.0,2.209318672314651,2.1037157,39.97941311659887,37.840412,0.8091995973506133
277,exp3_aug_02,24.111111111111114,0.0,0.0,2.4337240683945858,2.5290332,40.20307836784481,42.42364,0.8432839539149684
200,exp3_aug_03,0.0,0.0,0.0,-0.04186807218574342,0.0,3.5009965015091367,3.545242,0.5010280378161256
209,exp3_aug_03,2.8181818181818183,0.0,0.0,0.1920146297940055,0.20231047,13.632069211551896,13.445811,0.5475588758065315
225,exp3_aug_03,7.828282828282829,0.0,0.0,0.7134313613543102,0.74767727,26.802569286259985,27.386799,0.6256645726759886
230,exp3_aug_03,9.393939393939394,0.0,0.0,0.8935953338530824,0.87688774,29.80262351581135,29.592,0.648913938700188
241,exp3_aug_03,12.83838383838384,0.0,0.0,1.3000391929918158,1.2910352,34.80943484909206,34.369564,0.698215129331733
252,exp3_aug_03,16.282828282828284,0.0,0.0,1.6985561669946607,1.6656693,37.94665214589767,38.16298,0.7450860233914882
263,exp3_aug_03,19.727272727272727,0.0,0.0,2.062512597964786,2.040772,39.606858591919874,38.14137,0.7896609413087232
273,exp3_aug_03,22.85858585858586,0.0,0.0,2.34098003404789,2.2468052,40.16478153332237,41.028465,0.828304244927075
279,exp3_aug_03,24.737373737373737,0.0,0.0,2.4754608414709414,2.4650927,40.19204979709647,40.989887,0.8506746922235409
200,exp3_aug_04,0.0,0.0,0.0,-0.04186807218574342,0.0,3.5009965015091367,3.399313,0.5010280378161256
210,exp3_aug_04,3.1313131313131315,0.0,0.0,0.22114248474949735,0.23789503,14.629362721805903,15.073428,0.5526110511711307
219,exp3_aug_04,5.94949494949495,0.0,0.0,0.5058582474752905,0.48542893,22.533634960363877,22.047632,0.597048131067583
230,exp3_aug_04,9.393939393939394,0.0,0.0,0.8935953338530824,0.8568399,29.80262351581135,30.373817,0.648913938700188
233,exp3_aug_04,10.333333333333334,0.0,0.0,1.0037090165767029,1.0216374,31.37594827081374,33.92492,0.6626084087973719
257,exp3_aug_04,17.84848484848485,0.0,0.0,1.8698760940938879,1.7739338,38.86079567359667,42.050358,0.7656239015050128
262,exp3_aug_04,19.414141414141415,0.0,0.0,2.0315541304559988,2.08053,39.50664086489147,37.43032,0.7857000189983017
274,exp3_aug_04,23.171717171717173,0.0,0.0,2.3652748280053615,2.4227746,40.18263737285035,40.69532,0.8320742035127083
289,exp3_aug_04,27.868686868686872,0.0,0.0,2.631388982241185,2.5509334,39.9295222018177,38.45958,0.8866695153291668
200,exp3_aug_05,0.0,0.0,0.0,-0.04186807218574342,0.0,3.5009965015091367,3.691352,0.5010280378161256
206,exp3_aug_05,1.878787878787879,0.0,0.0,0.10816000747359324,0.11034405,10.489670641118263,10.10812,0.5322620594213179
211,exp3_aug_05,3.4444444444444446,0.0,0.0,0.25082514636036635,0.2478221,15.602061481377968,15.54463,0.5576400130153718
215,exp3_aug_05,4.696969696969697,0.0,0.0,0.37470365413001283,0.39832413,19.25280808400667,19.517519,0.5775257435272818
